0,0,0,6721,0,0,0
2,0,0.122945639864397,6721,0,0,0
4,0,0.245891279728795,6721,0,0,0
6,0,0.368836919593192,6721,0,0,0
8,0,0.49178255945759,6721,0,0,0
10,0,0.614728199321987,6721,0,0,0
12,0,0.737673839186385,6721,0,0,0
14,0,0.860619479050782,6721,0,0,0
16,0,0.98356511891518,6721,0,0,0
18,0,1.10651075877958,6721,0,0,0
20,0,1.22945639864397,6721,0,0,0
22,0,1.35240203850837,6721,0,0,0
24,0,1.47534767837277,6721,0,0,0
26,0,1.59829331823717,6721,0,0,0
28,0,1.72123895810157,6721,0,0,0
30,0,1.84418459796596,6721,0,0,0
32,0,1.96713023783036,6721,0,0,0
34,0,2.09007587769476,6721,0,0,0
36,0,2.21302151755915,6721,0,0,0
38,0,2.33596715742355,6721,0,0,0
40,0,2.45891279728795,6721,0,0,0
42,0,2.58185843715235,6721,0,0,0
44,0,2.70480407701674,6721,0,0,0
46,0,2.82774971688114,6721,0,0,0
48,0,2.95069535674554,6721,0,0,0
50,0,3.07364099660994,6721,0,0,0
52,0,3.19658663647433,6721,0,0,0
54,0,3.31953227633873,6721,0,0,0
56,0,3.44247791620313,6721,0,0,0
58,0,3.56542355606753,6721,0,0,0
60,0,3.68836919593192,6721,0,0,0
62,0,3.81131483579632,6721,0,0,0
64,0,3.93426047566072,6721,0,0,0
66,0,4.05720611552511,6721,0,0,0
68,0,4.18015175538951,6721,0,0,0
70,0,4.30309739525391,6721,0,0,0
72,0,4.42604303511831,6721,0,0,0
74,0,4.54898867498271,6721,0,0,0
76,0,4.6719343148471,6721,0,0,0
78,0,4.7948799547115,6721,0,0,0
80,0,4.9178255945759,6721,0,0,0
82,0,5.04077123444029,6721,0,0,0
84,0,5.16371687430469,6721,0,0,0
86,0,5.28666251416909,6721,0,0,0
88,0,5.40960815403349,6721,0,0,0
90,0,5.53255379389788,6721,0,0,0
92,0,5.65549943376228,6721,0,0,0
94,0,5.77844507362668,6721,0,0,0
96,0,5.90139071349108,6721,0,0,0
98,0,6.02433635335548,6721,0,0,0
100,0,6.14728199321987,6721,0,0,0
102,0,6.27022763308427,6721,0,0,0
104,0,6.39317327294867,6721,0,0,0
106,0,6.51611891281306,6721,0,0,0
108,0,6.63906455267746,6721,0,0,0
110,0,6.76201019254186,6721,0,0,0
112,0,6.88495583240626,6721,0,0,0
114,0,7.00790147227065,6721,0,0,0
116,0,7.13084711213505,6721,0,0,0
118,0,7.25379275199945,6721,0,0,0
120,0,7.37673839186384,6721,0,0,0
122,0,7.49968403172824,6721,0,0,0
124,0,7.62262967159264,6721,0,0,0
126,0,7.74557531145704,6721,0,0,0
128,0,7.86852095132144,6721,0,0,0
130,0,7.99146659118583,6721,0,0,0
132,0,8.11441223105023,6721,0,0,0
134,0,8.23735787091463,6721,0,0,0
136,0,8.36030351077902,6721,0,0,0
138,0,8.48324915064342,6721,0,0,0
140,0,8.60619479050782,6721,0,0,0
142,0,8.72914043037222,6721,0,0,0
144,0,8.85208607023662,6721,0,0,0
146,0,8.97503171010102,6721,0,0,0
148,0,9.09797734996541,6721,0,0,0
150,0,9.22092298982981,6721,0,0,0
152,0,9.34386862969421,6721,0,0,0
154,0,9.4668142695586,6721,0,0,0
156,0,9.589759909423,6721,0,0,0
158,0,9.7127055492874,6721,0,0,0
160,0,9.8356511891518,6721,0,0,0
162,0,9.95859682901619,6721,0,0,0
164,0,10.0815424688806,6721,0,0,0
166,0,10.204488108745,6721,0,0,0
168,0,10.3274337486094,6721,0,0,0
170,0,10.4503793884738,6721,0,0,0
172,0,10.5733250283382,6721,0,0,0
174,0,10.6962706682026,6721,0,0,0
176,0,10.819216308067,6721,0,0,0
178,0,10.9421619479314,6721,0,0,0
180,0,11.0651075877958,6721,0,0,0
182,0,11.1880532276602,6721,0,0,0
184,0,11.3109988675246,6721,0,0,0
186,0,11.433944507389,6721,0,0,0
188,0,11.5568901472534,6721,0,0,0
190,0,11.6798357871178,6721,0,0,0
192,0,11.8027814269822,6721,0,0,0
194,0,11.9257270668466,6721,0,0,0
196,0,12.0486727067109,6721,0,0,0
198,0,12.1716183465753,6721,0,0,0
200,0,12.2945639864397,6721,0,0,0
202,0,12.4175096263041,6721,0,0,0
204,0,12.5404552661685,6721,0,0,0
206,0,12.6634009060329,6721,0,0,0
208,0,12.7863465458973,6721,0,0,0
210,0,12.9092921857617,6721,0,0,0
212,0,13.0322378256261,6721,0,0,0
214,0,13.1551834654905,6721,0,0,0
216,0,13.2781291053549,6721,0,0,0
218,0,13.4010747452193,6721,0,0,0
220,0,13.5240203850837,6721,0,0,0
222,0,13.6469660249481,6721,0,0,0
224,0,13.7699116648125,6721,0,0,0
226,0,13.8928573046769,6721,0,0,0
228,0,14.0158029445413,6721,0,0,0
230,0,14.1387485844057,6721,0,0,0
232,0,14.2616942242701,6721,0,0,0
234,0,14.3846398641345,6721,0,0,0
236,0,14.5075855039989,6721,0,0,0
238,0,14.6305311438633,6721,0,0,0
240,0,14.7534767837277,6721,0,0,0
242,0,14.8764224235921,6721,0,0,0
244,0,14.9993680634565,6721,0,0,0
246,0,15.1223137033209,6721,0,0,0
248,0,15.2452593431853,6721,0,0,0
250,0,15.3682049830497,6721,0,0,0
252,0,15.4911506229141,6721,0,0,0
254,0,15.6140962627785,6721,0,0,0
256,0,15.7370419026429,6721,0,0,0
258,0,15.8599875425073,6721,0,0,0
260,0,15.9829331823717,6721,0,0,0
262,0,16.1058788222361,6721,0,0,0
264,0,16.2288244621005,6721,0,0,0
