0,0,0,6824,0,0,0
2,0,0.11998412382,6824,0,23.101250732,23.101250732
4,0,0.23996824764,6824,0,47.4050029279,47.4050029279
6,0,0.35995237146,6824,0,93.6075043919,93.6075043919
8,0,0.47993649528,6824,0,135,135
10,0,0.5999206191,6824,0,135,135
12,0,0.719904742921,6824,0,127.784991216,127.784991216
14,0,0.839888866741,6824,0,81.5824897523,81.5824897523
16,0,0.959872990561,6824,0,45,45
18,0,1.07985711438,6824,0,45,45
20,0,1.1998412382,6824,0,57.0250146396,57.0250146396
22,0,1.31982536202,6824,0,103.227516104,103.227516104
24,0,1.43980948584,6824,0,135,135
26,0,1.55979360966,6824,0,135,135
28,0,1.67977773348,6824.00000001,0,118.164979505,118.164979505
30,0,1.7997618573,6824.00000001,0,71.9624780407,71.9624780407
32,0,1.91974598112,6824,0,45,45
34,0,2.03973010494,6824,0,45,45
36,0,2.15971422876,6824.00000001,0,66.6450263512,66.6450263512
38,0,2.27969835258,6824.00000001,0,112.847527815,112.847527815
40,0,2.3996824764,6824,0,110.949970721,183.100058558
42,0,2.51966660022,6824,0,64.7474692569,275.505061486
44,0,2.63965072404,6824.00000002,0,45,235.634903379
46,0,2.75963484786,6824.00000002,0,45,97.0273989871
48,0,2.87961897168,6824,0,45,45
50,0,2.9996030955,6824,0,45,45
52,0,3.11958721932,6824.00000003,0,76.2650380628,76.2650380628
54,0,3.23957134314,6824.00000003,0,122.467539527,122.467539527
56,0,3.35955546696,6824,0,135,135
58,0,3.47953959078,6824,0,135,135
60,0,3.5995237146,6824.00000005,0,98.9249560813,98.9249560813
62,0,3.71950783842,6824.00000005,0,52.7224546174,52.7224546174
64,0,3.83949196224,6824,0,45,45
66,0,3.95947608606,6824,0,45,45
68,0,4.07946020988,6824.00000007,0,85.8850497745,85.8850497745
70,0,4.1994443337,6824.00000007,0,132.087551238,132.087551238
72,0,4.31942845752,6824,0,135,135
74,0,4.43941258134,6824,0,135,135
76,0,4.55939670516,6824.00000009,0,89.3049443697,89.3049443697
78,0,4.67938082898,6824.00000009,0,45,45
80,0,4.7993649528,6824,0,45,45
82,0,4.91934907662,6824,0,49.3025600222,49.3025600222
84,0,5.03933320044,6824.00000011,0,95.5050614861,95.5050614861
86,0,5.15931732426,6824.00000011,0,128.29243705,148.4151259
88,0,5.27930144808,6824,0,82.089935586,240.820128828
90,0,5.3992855719,6824,0,45,287.662302366
92,0,5.51926969572,6824.00000014,0,45,149.054797974
94,0,5.63925381954,6824.00000014,0,45,45
96,0,5.75923794336,6824,0,45,45
98,0,5.87922206718,6824,0,58.9225717338,58.9225717338
100,0,5.999206191,6824.00000017,0,105.125073198,105.125073198
102,0,6.11919031482,6824.00000017,0,135,135
104,0,6.23917443864,6824,0,135,135
106,0,6.35915856246,6824,0,116.26742241,116.26742241
108,0,6.47914268628,6824.00000021,0,70.0649209464,70.0649209464
110,0,6.5991268101,6824.00000021,0,45,45
112,0,6.71911093392,6824,0,45,45
114,0,6.83909505775,6824.00000001,0,68.5425834455,68.5425834455
116,0,6.95907918157,6824.00000025,0,114.745084909,114.745084909
118,0,7.07906330539,6824.00000025,0,135,135
120,0,7.19904742921,6824,0,135,135
122,0,7.31903155303,6824.00000001,0,106.647410699,106.647410699
124,0,7.43901567685,6824.0000003,0,60.4449092347,60.4449092347
126,0,7.55899980067,6824.0000003,0,45,45
128,0,7.67898392449,6824,0,45,45
130,0,7.79896804831,6824,0,78.1625951571,78.1625951571
132,0,7.91895217213,6824.00000034,0,124.365096621,124.365096621
134,0,8.03893629595,6824.00000034,0,135,135
136,0,8.15892041977,6824,0,135,135
138,0,8.27890454359,6824,0,97.0273989871,97.0273989871
140,0,8.39888866741,6824.00000039,0,50.8248975231,50.8248975231
142,0,8.51887279123,6824.00000039,0,45,45
144,0,8.63885691505,6824,0,45,45
146,0,8.75884103887,6824.00000001,0,87.7826068688,87.7826068688
148,0,8.87882516269,6824.00000046,0,133.985108333,133.985108333
150,0,8.99880928651,6824.00000046,0,135,135
152,0,9.11879341033,6824,0,133.609888739,133.609888739
154,0,9.23877753415,6824.00000001,0,87.4073872754,87.4073872754
156,0,9.35876165797,6824.00000052,0,45,45
158,0,9.47874578179,6824.00000052,0,45,45
160,0,9.59872990561,6824,0,51.2001171165,51.2001171165
162,0,9.71871402943,6824,0,97.4026185804,97.4026185804
164,0,9.83869815325,6824.00000057,0,135,135
166,0,9.95868227707,6824.00000057,0,135,135
168,0,10.0786664009,6824,0,123.989877028,123.989877028
170,0,10.1986505247,6824,0,77.7873755638,77.7873755638
172,0,10.3186346485,6824.00000064,0,45,45
174,0,10.4386187723,6824.00000064,0,45,45
176,0,10.5586028962,6824,0,60.8201288281,60.8201288281
178,0,10.67858702,6824.00000002,0,107.022630292,107.022630292
180,0,10.7985711438,6824.00000073,0,135,135
182,0,10.9185552676,6824.00000073,0,135,135
184,0,11.0385393914,6824,0,114.369865316,114.369865316
186,0,11.1585235153,6824.00000002,0,68.1673638521,68.1673638521
188,0,11.2785076391,6824.00000081,0,45,45
190,0,11.3984917629,6824.00000081,0,45,45
192,0,11.5184758867,6824,0,45,121.320421619
194,0,11.6384600105,6824,0,45,259.927926011
196,0,11.7584441344,6824.00000087,0,72.8451434676,259.309713065
198,0,11.8784282582,6824.00000087,0,119.047644932,166.904710137
200,0,11.998412382,6824,0,104.749853604,104.749853604
202,0,12.1183965058,6824,0,58.5473521405,58.5473521405
204,0,12.2383806296,6824.00000095,0,45,45
206,0,12.3583647535,6824.00000095,0,45,45
208,0,12.4783488773,6824,0,80.0601522514,80.0601522514
210,0,12.5983330011,6824.00000003,0,126.262653715,126.262653715
212,0,12.7183171249,6824.00000108,0,135,135
214,0,12.8383012487,6824.00000108,0,135,135
216,0,12.9582853726,6824,0,95.1298418928,95.1298418928
218,0,13.0782694964,6824.00000003,0,48.9273404288,48.9273404288
220,0,13.1982536202,6824.00000118,0,45,45
222,0,13.318237744,6824.00000118,0,45,45
224,0,13.4382218678,6824,0,89.680163963,89.680163963
226,0,13.5582059917,6824,0,135,135
228,0,13.6781901155,6824.00000125,0,135,135
230,0,13.7981742393,6824.00000125,0,131.712331645,131.712331645
232,0,13.9181583631,6824,0,85.5098301812,85.5098301812
234,0,14.038142487,6824,0,45,45
236,0,14.1581266108,6824.00000135,0,45,45
238,0,14.2781107346,6824.00000135,0,53.0976742107,53.0976742107
240,0,14.3980948584,6824,0,99.3001756747,99.3001756747
242,0,14.5180789822,6824.00000005,0,124.497322861,124.497322861
244,0,14.6380631061,6824.00000151,0,78.2948213974,78.2948213974
246,0,14.7580472299,6824.00000151,0,57.9076800665,57.9076800665
248,0,14.8780313537,6824,0,104.11018153,104.11018153
250,0,14.9980154775,6824.00000005,0,135,135
252,0,15.1179996013,6824.00000163,0,135,135
254,0,15.2379837252,6824.00000163,0,117.282314078,117.282314078
256,0,15.357967849,6824,0,71.0798126137,71.0798126137
258,0,15.4779519728,6824,0,45,45
260,0,15.5979360966,6824.0000017,0,45,45
262,0,15.7179202204,6824.0000017,0,67.5276917782,67.5276917782
264,0,15.8379043443,6824,0,113.730193242,113.730193242
266,0,15.9578884681,6824,0,110.067305294,184.865389412
268,0,16.0778725919,6824.00000183,0,63.86480383,277.27039234
270,0,16.1978567157,6824.00000183,0,45,232.986907098
272,0,16.3178408395,6824,0,45,94.3794027061
274,0,16.4378249634,6824.00000007,0,45,45
276,0,16.5578090872,6824.00000203,0,45,45
278,0,16.677793211,6824.00000203,0,77.1477034898,77.1477034898
280,0,16.7977773348,6824,0,123.350204954,123.350204954
282,0,16.9177614586,6824.00000007,0,135,135
284,0,17.0377455825,6824.00000217,0,135,135
286,0,17.1577297063,6824.00000217,0,98.0422906544,98.0422906544
288,0,17.2777138301,6824,0,51.8397891904,51.8397891904
290,0,17.3976979539,6824,0,45,45
292,0,17.5176820777,6824.00000225,0,45,45
294,0,17.6376662016,6824.00000225,0,86.7677152015,86.7677152015
296,0,17.7576503254,6824,0,132.970216665,132.970216665
298,0,17.8776344492,6824,0,135,135
