-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
-0.999979029234695,-2.00441978459777e-06,3.62241610626326e-06,0,0,0,0,0,0
-0.999937111990437,-6.01125832621617e-06,1.10129428182565e-05,0,8.01704070787749e-12,4.346553193289e-11,0,0,0
-0.99987427357091,-1.20184856523874e-05,2.23172319886377e-05,-3.03446657343866e-13,3.20601593585514e-11,1.75610322509092e-10,0,0,0
-0.999790540296875,-2.0024042897123e-05,3.76808910361667e-05,-1.52943798865297e-12,8.01302739436387e-11,4.43393663038295e-10,0,0,0
-0.999685939505904,-3.00258423526849e-05,5.7249481159126e-05,-4.62490970965158e-12,1.60220067646575e-10,8.95517672602934e-10,0,0,0
-0.999560499552099,-4.2021767521756e-05,8.11685155492741e-05,-1.08768024683387e-11,2.80313873484803e-10,1.58242445471772e-09,0,0,0
-0.999414249805802,-5.6009673170009e-05,0.000109583457606353,-2.19242092278988e-11,4.48387559160623e-10,2.55629314761501e-09,0,0,0
-0.999247220653291,-7.19873853790731e-05,0.000142639719153168,-3.97705020567193e-11,6.72408412122311e-10,3.87103686830124e-09,0,0,0
-0.999059443496465,-8.99527015998973e-05,0.000180482658651273,-6.6795437583898e-11,9.60335024837075e-10,5.58229955053505e-09,0,0,0
-0.998850950752513,-0.000109903390706508,0.000223257579417263,-1.05767240379673e-10,1.32011718027746e-09,7.74745267688333e-09,0,0,0
-0.998621775853573,-0.000131837193050162,0.000271109727839718,-1.59854663521298e-10,1.75969573762274e-09,1.04255919050166e-08,0,0,0
-0.998371953246384,-0.000155751820513893,0.000324184291596801,-2.3263902560602e-10,2.28700251817697e-09,1.36775335884105e-08,0,0,0
-0.998101518391915,-0.000181644956567446,0.000382626397874546,-3.28126223473972e-10,2.90996019150511e-09,1.75658111916268e-08,0,0,0
-0.997810507764989,-0.000209514256322609,0.000446581111585846,-4.50758719904994e-10,3.63648216178893e-09,2.21546716003495e-08,0,0,0
-0.997498958853896,-0.00023935734658893,0.000516193433590172,-6.05427505554666e-10,4.47447245440426e-09,2.75100713263622e-08,0,0,0
-0.997166910159987,-0.000271171825929821,0.000591608298914041,-7.97484034396067e-10,5.43182560272098e-09,3.36996726076525e-08,0,0,0
-0.99681440119726,-0.000304955264719058,0.00067297057497225,-1.03275213193514e-09,6.51642653512751e-09,4.07928394038393e-08,0,0,0
-0.996441472491936,-0.000340705205197656,0.000760425059789906,-1.31753987546885e-09,7.73615046228125e-09,4.8860633287121e-08,0,0,0
-0.996048165582018,-0.000378419161531136,0.000854116480225267,-1.65865144565677e-09,9.09886276458647e-09,5.79758092289509e-08,0,0,0
-0.995634523016839,-0.000418094619867176,0.000954189490193421,-2.06339894867809e-09,1.06124188799013e-08,6.82128112826474e-08,0,0,0
-0.995200588356599,-0.000459729038393642,0.00106078866889082,-2.53961420824759e-09,1.22846641914753e-08,7.96477681621572e-08,0,0,0
-0.99474640617189,-0.000503319847397004,0.00117405851902069,-3.09566052676549e-09,1.41234339161189e-08,9.23584887171898e-08,0,0,0
-0.994272022043207,-0.000548864449321127,0.00129414346501933,-3.74044441487789e-09,1.61365529926073e-08,1.06424457304951e-07,0,0,0
-0.993777482560447,-0.00059636021882645,0.00142118785128339,-4.4834272887257e-09,1.83318359703181e-08,1.21926829058705e-07,0,0,0
-0.9932628353224,-0.000645804502849535,0.00155533594039799,-5.33463713416198e-09,2.07170868981071e-08,1.38948425053406e-07,0,0,0
-0.992728128936217,-0.000697194620662998,0.00169673191136588,-6.30468013721898e-09,2.33000992134212e-08,1.57573727368631e-07,0,0,0
-0.99217341301688,-0.000750527863935812,0.0018455198578376,-7.40475228010799e-09,2.60886556316517e-08,1.77888874049077e-07,0,0,0
-0.99159873818665,-0.000805801496793989,0.00200184378634256,-8.64665090203675e-09,2.90905280357286e-08,1.9998165396286e-07,0,0,0
-0.991004156074503,-0.000863012755881634,0.00216584761452123,-1.00427862241311e-08,3.2313477365957e-08,2.2394150155788e-07,0,0,0
-0.99038971931556,-0.000922158850422366,0.00233767516935836,-1.16061928377491e-08,3.57652535100989e-08,2.49859491516517e-07,0,0,0
-0.989755481550497,-0.000983236962281122,0.00251747018541723,-1.33505411554779e-08,3.94535951936995e-08,2.77828333308922e-07,0,0,0
-0.989101497424951,-0.00104624424602632,0.00270537630307507,-1.52901488241055e-08,4.33862298706613e-08,3.07942365645178e-07,0,0,0
-0.988427822588906,-0.00111117782899238,0.00290153706675953,-1.74399920988609e-08,4.7570873614067e-08,3.40297550826612e-07,0,0,0
-0.987734513696072,-0.00117803481134266,0.0031060959231863,-1.98157171782198e-08,5.20152310072517e-08,3.74991468996533e-07,0,0,0
-0.987021628403249,-0.0012468122661327,0.0033191962195979,-2.24336514985717e-08,5.67269950351278e-08,4.12123312290702e-07,0,0,0
-0.986289225369681,-0.00131750723937385,0.00354098120200366,-2.53108149880507e-08,6.17138469757619e-08,4.51793878887804e-07,0,0,0
-0.985537364256395,-0.00139011675009729,0.00377159401342086,-2.84649312788302e-08,6.6983456292207e-08,4.94105566960248e-07,0,0,0
-0.984766105725533,-0.00146463779041837,0.00401117769211714,-3.1914438877186e-08,7.25434805245904e-08,5.39162368525578e-07,0,0,0
-0.983975511439662,-0.00154106732560135,0.00425987516985408,-3.5678502290635e-08,7.84015651824587e-08,5.87069863198812e-07,0,0,0
-0.983165644061084,-0.00161940229412447,0.00451782927013218,-3.97770231114558e-08,8.45653436373821e-08,6.37935211846031e-07,0,0,0
-0.982336567251126,-0.00169963960774539,0.00478518270643694,-4.42306510559041e-08,9.1042437015819e-08,6.91867150139524e-07,0,0,0
