0,0,0
2.83329831097276e-05,3.77710408539822e-06,5.08124961911262e-06
2.8314267484267e-05,3.73877432185616e-06,5.10356476146274e-06
2.82953909973707e-05,3.7004238046152e-06,5.12581269089623e-06
2.82763537667334e-05,3.66205298901184e-06,5.1479931210846e-06
2.82571559121578e-05,3.62366233062865e-06,5.17010576632057e-06
2.82377975555518e-05,3.58525228528886e-06,5.19215034152037e-06
2.82182788209272e-05,3.54682330905087e-06,5.21412656222574e-06
2.81985998343966e-05,3.5083758582025e-06,5.23603414460614e-06
2.81787607241722e-05,3.46991038925564e-06,5.25787280546078e-06
2.81587616205628e-05,3.43142735894064e-06,5.27964226222069e-06
2.81386026559717e-05,3.39292722420087e-06,5.30134223295097e-06
2.81182839648947e-05,3.35441044218696e-06,5.32297243635277e-06
2.80978056839172e-05,3.31587747025136e-06,5.3445325917654e-06
2.80771679517122e-05,3.27732876594291e-06,5.36602241916847e-06
2.80563709090378e-05,3.23876478700104e-06,5.38744163918396e-06
2.80354146987346e-05,3.20018599135035e-06,5.40878997307834e-06
2.80142994657231e-05,3.16159283709516e-06,5.43006714276456e-06
2.79930253570015e-05,3.12298578251359e-06,5.45127287080433e-06
2.79715925216427e-05,3.08436528605233e-06,5.47240688040993e-06
2.79500011107921e-05,3.04573180632103e-06,5.49346889544657e-06
2.79282512776643e-05,3.00708580208645e-06,5.51445864043433e-06
2.79063431775411e-05,2.96842773226728e-06,5.53537584055024e-06
2.78842769677682e-05,2.92975805592821e-06,5.55622022163037e-06
2.78620528077527e-05,2.89107723227457e-06,5.576991510172e-06
2.78396708589603e-05,2.85238572064663e-06,5.59768943333548e-06
2.78171312849122e-05,2.81368398051417e-06,5.61831371894654e-06
2.77944342511823e-05,2.77497247147063e-06,5.63886409549823e-06
2.77715799253945e-05,2.73625165322782e-06,5.65934029215295e-06
2.77485684772194e-05,2.69752198561004e-06,5.67974203874468e-06
2.77254000783712e-05,2.65878392854877e-06,5.70006906578088e-06
2.77020749026052e-05,2.62003794207686e-06,5.72032110444469e-06
2.76785931257142e-05,2.58128448632298e-06,5.74049788659678e-06
2.76549549255254e-05,2.54252402150615e-06,5.76059914477773e-06
2.76311604818977e-05,2.50375700792994e-06,5.78062461220983e-06
2.76072099767178e-05,2.46498390597701e-06,5.80057402279923e-06
2.75831035938975e-05,2.42620517610348e-06,5.82044711113801e-06
2.75588415193702e-05,2.38742127883329e-06,5.8402436125062e-06
2.75344239410877e-05,2.34863267475268e-06,5.85996326287386e-06
2.75098510490168e-05,2.30983982450439e-06,5.87960579890317e-06
2.74851230351356e-05,2.27104318878232e-06,5.89917095795035e-06
2.74602400934308e-05,2.2322432283257e-06,5.91865847806791e-06
2.74352024198935e-05,2.19344040391356e-06,5.9380680980065e-06
2.7410010212516e-05,2.1546351763592e-06,5.9573995572171e-06
2.73846636712885e-05,2.11582800650444e-06,5.97665259585302e-06
2.73591629981951e-05,2.07701935521405e-06,5.99582695477188e-06
2.73335083972105e-05,2.03820968337022e-06,6.01492237553785e-06
2.7307700074296e-05,1.99939945186682e-06,6.03393860042348e-06
2.72817382373965e-05,1.96058912160386e-06,6.05287537241179e-06
2.72556230964359e-05,1.92177915348192e-06,6.07173243519845e-06
2.72293548633141e-05,1.88297000839637e-06,6.0905095331937e-06
2.72029337519027e-05,1.84416214723196e-06,6.10920641152435e-06
2.71763599780416e-05,1.80535603085699e-06,6.12782281603598e-06
2.71496337595348e-05,1.76655212011789e-06,6.14635849329486e-06
2.71227553161465e-05,1.72775087583358e-06,6.16481319059002e-06
2.70957248695975e-05,1.68895275878959e-06,6.18318665593525e-06
2.7068542643561e-05,1.65015822973283e-06,6.20147863807121e-06
2.70412088636586e-05,1.61136774936566e-06,6.21968888646744e-06
2.70137237574562e-05,1.57258177834047e-06,6.23781715132436e-06
2.69860875544602e-05,1.53380077725404e-06,6.25586318357541e-06
2.69583004861129e-05,1.49502520664169e-06,6.27382673488892e-06
2.69303627857891e-05,1.45625552697205e-06,6.29170755767025e-06
2.69022746887911e-05,1.41749219864115e-06,6.3095054050639e-06
2.68740364323452e-05,1.37873568196683e-06,6.32722003095535e-06
2.68456482555969e-05,1.33998643718331e-06,6.34485118997323e-06
2.68171103996069e-05,1.3012449244354e-06,6.36239863749138e-06
2.67884231073469e-05,1.26251160377294e-06,6.37986212963076e-06
2.6759586623695e-05,1.22378693514518e-06,6.39724142326163e-06
2.67306011954313e-05,1.18507137839515e-06,6.41453627600536e-06
2.67014670712337e-05,1.14636539325414e-06,6.43174644623678e-06
2.66721845016734e-05,1.10766943933598e-06,6.44887169308589e-06
2.66427537392102e-05,1.06898397613144e-06,6.46591177644013e-06
2.66131750381884e-05,1.03030946300267e-06,6.48286645694629e-06
2.65834486548316e-05,9.91646359177622e-07,6.49973549601256e-06
2.6553574847239e-05,9.52995123744334e-07,6.51651865581059e-06
2.65235538753799e-05,9.14356215645332e-07,6.53321569927751e-06
2.64933860010895e-05,8.7573009367224e-07,6.54982639011795e-06
2.64630714880644e-05,8.3711721645983e-07,6.56635049280606e-06
2.64326106018573e-05,7.98518042480723e-07,6.58278777258752e-06
2.64020036098728e-05,7.59933030039611e-07,6.59913799548173e-06
2.63712507813624e-05,7.21362637267736e-07,6.6154009282836e-06
2.63403523874197e-05,6.82807322117287e-07,6.63157633856577e-06
2.63093087009753e-05,6.44267542355729e-07,6.64766399468052e-06
2.62781199967926e-05,6.05743755560349e-07,6.66366366576187e-06
2.6246786551462e-05,5.67236419112523e-07,6.67957512172761e-06
2.62153086433969e-05,5.28745990192186e-07,6.69539813328132e-06
2.61836865528277e-05,4.90272925772352e-07,6.71113247191428e-06
2.61519205617977e-05,4.51817682613234e-07,6.72677790990782e-06
2.61200109541576e-05,4.1338071725703e-07,6.74233422033494e-06
2.60879580155606e-05,3.7496248602204e-07,6.75780117706267e-06
2.60557620334569e-05,3.3656344499729e-07,6.77317855475398e-06
2.60234232970893e-05,2.98184050036803e-07,6.78846612886972e-06
2.59909420974874e-05,2.59824756754088e-07,6.80366367567084e-06
2.59583187274627e-05,2.21486020516655e-07,6.81877097222027e-06
2.59255534816032e-05,1.83168296440273e-07,6.83378779638502e-06
2.58926466562684e-05,1.44872039383509e-07,6.8487139268382e-06
2.58595985495838e-05,1.06597703942205e-07,6.86354914306107e-06
2.58264094614355e-05,6.83457444438077e-08,6.878293225345e-06
2.57930796934653e-05,3.01166149418111e-08,6.89294595479363e-06
2.57596095490648e-05,-8.08923078961902e-09,6.9075071133248e-06
2.57259993333703e-05,-4.62713392614979e-08,6.92197648367259e-06
2.56922493532572e-05,-8.44292572752562e-08,6.93635384938946e-06
2.56583599173347e-05,-1.22562531928534e-07,6.95063899484808e-06
2.56243313359402e-05,-1.6067071062054e-07,6.96483170524358e-06
2.55901639211337e-05,-1.98753341057794e-07,6.97893176659551e-06
2.55558579866925e-05,-2.36809971259474e-07,6.99293896574982e-06
2.55214138481054e-05,-2.74840149563027e-07,7.00685309038092e-06
2.5486831822567e-05,-3.1284342462973e-07,7.02067392899374e-06
2.54521122289724e-05,-3.50819345450164e-07,7.0344012709258e-06
2.54172553879111e-05,-3.88767461349778e-07,7.04803490634919e-06
2.53822616216619e-05,-4.26687321994396e-07,7.06157462627264e-06
2.53471312541863e-05,-4.64578477395682e-07,7.07502022254342e-06
2.53118646111238e-05,-5.02440477916761e-07,7.08837148784967e-06
2.52764620197851e-05,-5.40272874277657e-07,7.1016282157222e-06
2.5240923809147e-05,-5.780752175608e-07,7.11479020053655e-06
