0,6821000,0,0,0,0,0,33
1,6820996.165747,5913.75804033744,4163.45175734567,0,8.66868485013222,8.66868485013222,33
2,6820984.66299235,11827.5098027673,8326.89828534846,0,17.3373697002644,17.3373697002644,33
3,6820965.49174905,17741.2490093887,12490.3343546721,0,26.0060545503966,26.0060545503966,33
4,6820938.65203879,23654.9693823138,16653.7547359933,0,34.6747394005289,34.6747394005289,33
5,6820904.14389194,29568.6646436745,20817.1542000088,0,43.3434242506611,43.3434242506611,33
6,6820861.96734753,35482.3285156292,24980.5275174412,0,52.0121091007933,52.0121091007933,33
7,6820812.12245329,41395.9547203691,29143.8694590462,0,60.6807939509255,60.6807939509255,33
8,6820754.6092656,47309.536980125,33307.1747956189,0,69.3494788010577,69.3494788010577,33
9,6820689.42784951,53223.0690171737,37470.4382980004,0,78.0181636511899,78.0181636511899,33
10,6820616.57827879,59136.5445538448,41633.6547370841,0,86.6868485013222,86.6868485013222,33
11,6820536.06063583,65049.9573125272,45796.8188838228,0,95.3555333514544,95.3555333514544,33
12,6820447.87501173,70963.3010156756,49959.9255092348,0,104.024218201587,104.024218201587,33
13,6820352.02150626,76876.569385817,54122.9693844108,0,112.692903051719,112.692903051719,33
14,6820248.50022784,82789.7561455578,58285.9452805201,0,121.361587901851,121.361587901851,33
15,6820137.3112936,88702.8550175896,62448.8479688177,0,130.030272751983,130.030272751983,33
16,6820018.45482932,94615.8597246966,66611.6722206502,0,135,135,33
17,6819891.93096947,100528.763989761,70774.4128074629,0,135,135,33
18,6819757.73985717,106441.561535772,74937.0645008063,0,135,135,33
19,6819615.88164425,112354.24608583,79099.6220723422,0,135,135,33
20,6819466.35649118,118266.811363152,83262.080293851,0,135,135,33
21,6819309.16456713,124179.251091083,87424.4339372376,0,135,135,33
22,6819144.30604991,130091.558993099,91586.6777745385,0,135,135,33
23,6818971.78112605,136003.728792813,95748.8065779278,0,135,135,33
24,6818791.58999071,141915.754213983,99910.8151197245,0,135,135,33
25,6818603.73284774,147827.628980521,104072.698172398,0,135,135,33
26,6818408.20990967,153739.346816495,108234.450508576,0,135,135,33
27,6818205.02139768,159650.901446137,112396.066901051,0,135,135,33
28,6817994.16754166,165562.286593852,116557.542122784,0,135,135,33
29,6817775.64858013,171473.495984222,120718.870946915,0,135,135,33
30,6817549.46476031,177384.523342012,124880.048146768,0,135,135,33
31,6817315.61633807,183295.362392181,129041.068495856,0,135,135,33
32,6817074.10357798,189206.006859883,133201.926767892,0,135,135,33
33,6816824.92675324,195116.450470478,137362.617736788,0,135,135,33
34,6816568.08614576,201026.686949535,141523.136176671,0,135,135,33
35,6816303.58204609,206936.710022841,145683.476861881,0,135,135,33
36,6816031.41475347,212846.513416408,149843.634566983,0,135,135,33
37,6815751.58457581,218756.090856476,154003.604066772,0,135,135,33
38,6815464.09182967,224665.436069525,158163.380136278,0,135,135,33
39,6815168.93684028,230574.542782277,162322.957550775,0,135,135,33
40,6814866.11994157,236483.404721703,166482.331085788,0,135,135,33
41,6814555.6414761,242392.015615034,170641.495517094,0,135,135,33
42,6814237.50179512,248300.369189762,174800.445620736,0,135,135,33
43,6813911.70125854,254208.459173649,178959.176173025,0,135,135,33
44,6813578.24023493,260116.279294735,183117.681950549,0,135,135,33
45,6813237.11910154,266023.823281342,187275.957730177,0,135,135,33
46,6812888.33824427,271931.084862081,191433.998289066,0,135,135,33
47,6812531.89805771,277838.057765862,195591.798404671,0,135,135,33
48,6812167.79894508,283744.735721895,199749.352854748,0,135,135,33
49,6811796.04131829,289651.112459701,203906.656417359,0,135,135,33
50,6811416.62559792,295557.181709116,208063.703870886,0,135,135,33
51,6811029.55221318,301462.9372003,212220.489994028,0,135,135,33
52,6810634.82160198,307368.372663741,216377.009565815,0,135,135,33
53,6810232.43421087,313273.481830264,220533.257365611,0,135,135,33
54,6809822.39049506,319178.258431034,224689.228173122,0,135,135,33
55,6809404.69091845,325082.696197567,228844.9167684,0,135,135,33
56,6808979.33595357,330986.788861735,233000.317931853,0,135,135,33
57,6808546.32608161,336890.530155769,237155.426444251,0,135,135,33
58,6808105.66179245,342793.913812272,241310.237086729,0,135,135,33
59,6807657.3435846,348696.933564221,245464.744640799,0,135,135,33
60,6807201.37196524,354599.583144974,249618.94388835,0,135,135,33
61,6806737.74745021,360501.856288278,253772.829611662,0,135,135,33
62,6806266.47056401,366403.746728275,257926.396593406,0,135,135,33
63,6805787.54183978,372305.248199509,262079.639616656,0,135,135,33
64,6805300.96181933,378206.354436931,266232.55346489,0,135,135,33
65,6804806.73105313,384107.059175907,270385.132922002,0,135,135,33
66,6804304.8501003,390007.356152225,274537.372772304,0,135,135,33
67,6803795.3195286,395907.239102101,278689.267800536,0,135,135,33
68,6803278.13991448,401806.701762184,282840.81279187,0,135,135,33
69,6802753.311843,407705.737869564,286992.002531918,0,135,135,33
70,6802220.83590791,413604.341161779,291142.831806739,0,135,135,33
71,6801680.71271158,419502.505376823,295293.295402844,0,135,135,33
72,6801132.94286505,425400.224253147,299443.388107203,0,135,135,33
73,6800577.52698802,431297.491529673,303593.104707253,0,135,135,33
74,6800014.4657088,437194.300945793,307742.439990902,0,135,135,33
75,6799443.7596644,443090.646241383,311891.388746537,0,135,135,33
76,6798865.40950044,448986.521156803,316039.945763033,0,135,135,33
77,6798279.41587121,454881.919432909,320188.105829753,0,135,135,33
78,6797685.77943963,460776.834811055,324335.863736562,0,135,135,33
79,6797084.50087728,466671.261033103,328483.214273828,0,135,135,33
80,6796475.58086437,472565.191841427,332630.152232431,0,135,135,33
81,6795859.02008978,478458.620978922,336776.672403771,0,135,135,33
82,6795234.819251,484351.542189009,340922.769579771,0,135,135,33
83,6794602.97905419,490243.949215642,345068.438552886,0,135,135,33
84,6793963.50021415,496135.835803313,349213.674116107,0,135,135,33
85,6793316.3834543,502027.195697062,353358.471062972,0,135,135,33
86,6792661.62950672,507918.022642482,357502.824187569,0,135,135,33
87,6791999.23911212,513808.310385722,361646.728284542,0,135,135,33
88,6791329.21301986,519698.052673499,365790.178149102,0,135,135,33
89,6790651.55198794,525587.243253103,369933.168577027,0,135,135,33
90,6789966.25678296,531475.875872402,374075.694364675,0,135,135,33
91,6789273.32818021,537363.944279848,378217.750308985,0,135,135,33
92,6788572.76696358,543251.442224487,382359.33120749,0,135,135,33
93,6787864.57392561,549138.363455963,386500.431858314,0,135,135,33
94,6787148.74986745,555024.701724524,390641.04706019,0,135,135,33
95,6786425.29559892,560910.45078103,394781.171612457,0,135,135,33
96,6785694.21193845,566795.604376962,398920.800315071,0,135,135,33
